per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;ipbm_1er_anio;ipbm_2do_anio;ipbm_3er_anio;ipbm_4to_anio;ipbm_5to_anio
2018-2019;49;Derecho;Centros de Formación Técnica;Técnico Jurídico;Septiembre de 2018;577959.9655643392;570383.43340612;595170.5317943259;618744.1713490945;643879.0086075186
2018-2019;50;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2018;457383.26551263855;489389.07460687234;491390.0464150034;529318.1277270877;533743.8310987598
2018-2019;51;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;Septiembre de 2018;448623.15414570365;509836.39210883214;554011.9660521406;652640.8969745273;754069.1721698334
2018-2019;52;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;Septiembre de 2018;799628.165682049;870541.3358944363;955904.9552545382;1033900.7175710668;1146706.4149452741
2018-2019;53;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;Septiembre de 2018;459358.2439917125;524144.68021099345;578203.1414346332;626857.0482813366;670531.8503846826
2018-2019;54;Ciencias Sociales;Institutos Profesionales;Administración Pública;Septiembre de 2018;1343004.3685384984;1407798.1397992347;1471547.0609097157;1541170.2237648466;1567168.7279122358
2018-2019;55;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;Septiembre de 2018;486508.7967294613;556089.3907934357;615244.1819946667;677395.1367222205;752547.1063923506
2018-2019;56;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;Septiembre de 2018;527992.7719788842;557352.0228850087;640799.8890154067;676430.1702363747;748388.6942886777
2018-2019;57;Tecnología;Institutos Profesionales;Construcción Civil;Septiembre de 2018;833674.0489929842;966603.3417206311;1060425.4040946874;1158846.4367223475;1241853.2974079142
2018-2019;58;Administración y Comercio;Institutos Profesionales;Contador Auditor;Septiembre de 2018;817083.6144440012;924177.3818734502;1023018.4468950733;1110832.7774450863;1190203.0129962869
2018-2019;59;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;Septiembre de 2018;539268.8942001779;604529.3971367156;647911.1912440544;704716.7930305022;757393.0348952652
2018-2019;60;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;Septiembre de 2018;491203.72766700404;574165.0209344609;711502.370094037;746173.2623848413;767669.4567251601
2018-2019;61;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;Septiembre de 2018;511271.52278951835;538961.7462566737;585824.6306844731;634082.9030346362;681252.2930270297
2018-2019;62;Tecnología;Institutos Profesionales;Diseño Industrial;Septiembre de 2018;541094.992058048;644919.294529027;748859.415038327;819831.898365249;864711.1154612667
2018-2019;63;Arte y Arquitectura;Institutos Profesionales;Fotografía;Septiembre de 2018;563024.1408200309;557661.8390626493;555953.467276717;606256.5028783196;653064.2426685202
2018-2019;64;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;Septiembre de 2018;570810.2351750615;620439.6140036797;678783.2916555436;763316.6397214191;826108.2003226224
2018-2019;65;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;Septiembre de 2018;843957.0622242629;993902.2411054877;1348068.0747178043;1295251.2764066393;1618024.5726386462
2018-2019;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;Septiembre de 2018;740181.1933322217;778374.3936272972;876526.7742552541;988302.0356992721;1135783.2588987998
2018-2019;67;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;Septiembre de 2018;891664.8603408596;965650.0059253739;1078112.5621103928;1186102.0237789955;1303218.0867971254
2018-2019;68;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;Septiembre de 2018;975140.3247431284;1104901.150362678;1255854.8254233913;1399925.6879763035;1494033.5160474193
2018-2019;69;Tecnología;Institutos Profesionales;Ingeniería en Construcción;Septiembre de 2018;732863.6146650878;840674.3182316906;976492.1183063249;1084347.2297916769;1194412.2816476643
2018-2019;70;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;Septiembre de 2018;987672.1715506875;1088284.849023298;1203346.4565650853;1389021.823120877;1431047.9490833185
2018-2019;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;Septiembre de 2018;900651.2406796049;1038075.1230233804;1141126.7290448921;1263678.5860619503;1326042.6850254273
2018-2019;72;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;Septiembre de 2018;1068046.615587392;1176691.8866195453;1271286.1638547594;1444837.863879619;1495485.6230017806
2018-2019;73;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;Septiembre de 2018;848953.0201664738;954567.3010736069;998799.9365925939;1243381.073777923;1425198.8050426205
2018-2019;74;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;Septiembre de 2018;765412.4417569882;897048.5848522814;961023.0045007791;1075267.371064308;1116679.129159945
2018-2019;75;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;Septiembre de 2018;724241.329093306;810280.516853278;922039.9610168384;1032922.2304675125;1198076.6392056572
2018-2019;76;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;Septiembre de 2018;565279.6442521024;615146.9752148376;742181.3843360597;855748.4626255918;923533.4161341749
2018-2019;77;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;Septiembre de 2018;896398.6370813078;1067511.245734023;1239723.5455912387;1375297.3110254055;1719540.0902109314
2018-2019;78;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;Septiembre de 2018;723192.9596543586;825925.4098632986;931582.5693743044;1059631.8279894313;1140513.5201846876
2018-2019;79;Tecnología;Institutos Profesionales;Ingeniería en Química;Septiembre de 2018;676574.8107681797;770936.1312910857;820301.6237241824;846846.3915910224;897391.9156256058
2018-2019;80;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;Septiembre de 2018;753613.09976602;805834.6541636981;902219.3997961454;945154.6990993688;984133.2220848107
2018-2019;81;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;Septiembre de 2018;756571.439230346;880548.5868807719;1060133.1896502848;1191118.7628467528;1372529.6448632765
2018-2019;82;Tecnología;Institutos Profesionales;Ingeniería en Sonido;Septiembre de 2018;505038.9203477285;553867.3951349355;600392.4913808943;690911.3366756666;732068.083391222
2018-2019;83;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;Septiembre de 2018;797418.359891986;937796.5005701282;1119760.377727315;1277719.0128728312;1422237.397960089
2018-2019;84;Tecnología;Institutos Profesionales;Ingeniería Industrial;Septiembre de 2018;1031594.096473858;1143001.3855628506;1142280.4930720294;1261918.9831401065;1416968.4783972565
2018-2019;85;Tecnología;Institutos Profesionales;Ingeniería Mecánica;Septiembre de 2018;857607.1042023088;971734.4026787018;1081621.606498722;1264059.0174878486;1440528.1024378475
2018-2019;86;Salud;Institutos Profesionales;Kinesiología;Septiembre de 2018;528418.5782118791;599825.1679198352;775319.8073803224;798590.5478266085;1013960.7608445771
2018-2019;87;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;Septiembre de 2018;617621.4548350065;663448.3813236232;650641.8676087795;752825.5267382411;754300.3879571718
2018-2019;88;Salud;Institutos Profesionales;Nutrición y Dietética;Septiembre de 2018;488869.7550129044;551095.3750438878;592354.7510357065;697054.4352109041;790685.963825823
2018-2019;89;Educación;Institutos Profesionales;Pedagogía en Educación Básica;Septiembre de 2018;519887.48246473365;586654.6535638666;617681.3133708329;652616.5142477601;686406.4273770391
2018-2019;90;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;Septiembre de 2018;488914.77658705594;565869.9964887538;596810.0414647942;627471.7272148887;642716.1811126684
2018-2019;91;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;Septiembre de 2018;574481.8828681739;680299.0579636445;724907.5593412557;745040.382533628;746154.4807605201
2018-2019;92;Educación;Institutos Profesionales;Pedagogía en Idiomas;Septiembre de 2018;558338.0564958822;600219.2490723986;626108.1007849067;677489.0818319618;704811.248633278
2018-2019;93;Educación;Institutos Profesionales;Psicopedagogía;Septiembre de 2018;562739.3823981647;642785.599557162;677403.2812833537;702390.777618145;724989.9109036034
2018-2019;94;Ciencias Sociales;Institutos Profesionales;Publicidad;Septiembre de 2018;524460.6796769251;598953.7887733601;669181.3132276357;758786.7375668954;803912.6980231585
2018-2019;95;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;Septiembre de 2018;595697.1288285626;635567.5924884893;686292.6450826242;741625.1162372752;798691.187771273
2018-2019;96;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;Septiembre de 2018;493025.6900264599;509810.61819645006;537731.5336271476;553718.1838253249;617513.2218044722
2018-2019;97;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;Septiembre de 2018;386248.5684881007;395692.28892977233;389737.1906480735;404257.7109774185;424701.34905511315
2018-2019;98;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;Septiembre de 2018;352985.2677042368;368531.5538835812;392783.90086690616;434140.6864675671;519433.98995139654
2018-2019;99;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;Septiembre de 2018;399031.16376892175;432989.4950143097;461242.2850813302;488064.31343244534;548265.8736033987
2018-2019;100;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;Septiembre de 2018;675971.3005621203;706449.3192111781;760501.148121715;813275.5168113476;876784.1901569682
2018-2019;101;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2018;587960.9201444888;631654.714118704;685797.0759362965;739089.1721524155;807375.9696649477
2018-2019;102;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;Septiembre de 2018;587040.657936589;621634.5101592764;682788.6548166784;783526.9620703687;878428.7521102825
2018-2019;103;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;Septiembre de 2018;851673.8772199618;678006.975441851;653763.3410165954;709305.7813091495;768526.0394193535
2018-2019;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;Septiembre de 2018;706557.3855286445;746656.9274664473;796908.3804516686;867382.5115081712;983013.33039885
2018-2019;105;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;Septiembre de 2018;544836.986208265;544191.5708986033;615949.7504232138;663816.8988090721;752124.6763545882
2018-2019;106;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;Septiembre de 2018;605994.9999942211;684895.299198237;741100.6800991631;799532.2562790768;865138.989193047
2018-2019;107;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;Septiembre de 2018;636324.9513669077;698788.5445095126;768356.0312316921;831429.3025032487;903508.85302886
2018-2019;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;Septiembre de 2018;488231.52014526015;557210.8570839807;622015.1398517386;641943.0127316018;670923.3670433789
2018-2019;109;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;Septiembre de 2018;613976.6037205325;674171.1187290077;727747.3110825758;779900.0203517609;882825.296635638
2018-2019;110;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;Septiembre de 2018;673927.8936348528;719185.8358518055;757986.430998725;821800.587273047;909135.9081263616
2018-2019;111;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;Septiembre de 2018;672889.8228629022;717009.7076551794;775501.4726937806;869878.2667088665;886122.4115665364
2018-2019;112;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2018;525437.8435093288;540963.2038256297;575511.0569104592;613126.5604531916;656821.6598204053
2018-2019;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;Septiembre de 2018;527520.8513148873;575447.7583153105;609855.2028449394;662144.4976708835;702043.293192037
2018-2019;114;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;Septiembre de 2018;475390.562431056;491953.58180712414;514604.3138265257;524091.75531290646;548146.8211757779
2018-2019;115;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2018;627683.3678789393;690695.0640927758;753789.2767689999;818082.1692493944;886089.4165958441
2018-2019;116;Tecnología;Institutos Profesionales;Técnico en Electromecánica;Septiembre de 2018;617552.1464257112;659007.0107294343;736126.6082296546;790647.6755904054;853500.3025153503
2018-2019;117;Salud;Institutos Profesionales;Técnico en Enfermería;Septiembre de 2018;461594.0857391858;501844.11588421225;526560.6325843451;549228.2615896636;593989.3654052404
2018-2019;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;Septiembre de 2018;568422.4090446248;595840.6603707378;614238.0061227366;643758.9408913731;702646.0941451853
2018-2019;119;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;Septiembre de 2018;396093.8917241348;430986.32096390874;456576.35441205866;468313.35941571364;481153.94500814326
2018-2019;120;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2018;664084.5956852017;737571.0607313482;826970.5866113672;976289.0123997723;976887.1719633613
2018-2019;121;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;Septiembre de 2018;429335.21626601624;442868.63904136285;472779.4003967219;472512.57517613313;491243.6342450262
2018-2019;122;Administración y Comercio;Institutos Profesionales;Técnico en Logística;Septiembre de 2018;719127.5079294016;730823.406684444;761373.4407509769;821588.2458236994;805295.5786738839
2018-2019;123;Salud;Institutos Profesionales;Técnico en Masoterapia;Septiembre de 2018;436826.32796796836;434556.082610307;517932.01506939245;510039.9645014086;569834.625484242
2018-2019;124;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;Septiembre de 2018;546744.1002112709;606129.832625156;661720.2326669818;732115.5917308904;781771.5958862479
2018-2019;125;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;Septiembre de 2018;501352.13435831596;521419.64036162815;561870.641672039;615981.7561889817;664138.4608002994
2018-2019;126;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;Septiembre de 2018;540371.1844503201;583197.6990168125;662171.1877395537;742551.3256738074;839920.7914619073
2018-2019;127;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;Septiembre de 2018;524588.9888208901;477324.7632644051;469802.43780337484;586052.1769231434;656870.2852750772
2018-2019;128;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;Septiembre de 2018;417915.9056694485;446179.8364112041;478014.78496252064;474653.38004267483;501077.1593946413
2018-2019;129;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;Septiembre de 2018;566982.0431676707;625158.9625311716;652643.0081781778;712057.7827869178;715998.8308785352
2018-2019;130;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;Septiembre de 2018;489665.3080581013;512539.320515432;580077.5282727636;627450.7526326271;672701.8707046089
2018-2019;131;Tecnología;Institutos Profesionales;Técnico en Sonido;Septiembre de 2018;435471.21069265745;469139.186635526;516433.12827376963;584851.1110529737;617964.9296795721
2018-2019;132;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;Septiembre de 2018;581883.9702544751;621814.9298776062;700413.1874959746;832796.1100299185;898049.3584463927
2018-2019;133;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;Septiembre de 2018;546809.8425301898;534753.258665502;539877.883342691;543128.2450075685;639004.5505561068
2018-2019;134;Tecnología;Institutos Profesionales;Técnico en Topografía;Septiembre de 2018;687584.185283164;851543.846756231;931649.9584687869;953041.2734798343;952964.1345217554
2018-2019;135;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;Septiembre de 2018;630957.0117218269;712132.4527176006;732719.7002141239;835698.3349129811;771642.6681837956
2018-2019;136;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;Septiembre de 2018;444902.31209671596;472473.6780328744;488143.4110351959;538453.5193934933;563335.2760548085
2018-2019;137;Derecho;Institutos Profesionales;Técnico Jurídico;Septiembre de 2018;582588.1936787949;574758.1459154526;584544.5190438029;608170.7558401298;638864.2440810485
2018-2019;138;Salud;Institutos Profesionales;Técnico Laboratorista Dental;Septiembre de 2018;421362.4080872816;438718.53729278734;483073.6702657398;514339.5544169625;542282.1939074545
2018-2019;139;Agropecuaria;Institutos Profesionales;Técnico Veterinario;Septiembre de 2018;426205.25529830053;471430.95770869224;493778.10879619874;509278.2638090813;538404.8624817934
2018-2019;140;Ciencias Sociales;Institutos Profesionales;Trabajo Social;Septiembre de 2018;701038.7229051192;719519.8547406466;751101.229448808;780223.9415752518;796198.0324147831
2017-2018;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;Septiembre de 2017;536791.9588275767;592215.2065832152;630923.4771685016;639011.5757001371;656014.3941701942
2017-2018;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Computacional;Septiembre de 2017;438805.0913692723;469412.4321848759;496161.8915114705;513556.7533738766;545425.9650628949
2017-2018;3;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;Septiembre de 2017;479392.02103265567;490950.1931654875;530049.1737593736;542422.1593026541;555491.4737043452
2017-2018;4;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;Septiembre de 2017;639805.2967071978;685219.197493175;692345.3306231071;770525.6615408418;825974.2281422315
2017-2018;5;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;Septiembre de 2017;498367.3319361835;540412.7466129746;588540.7391555012;645202.2399613052;694338.5576936667
2017-2018;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2017;339993.1207137341;353151.0552080461;367124.04407022684;382171.7270962045;396658.11009356036
2017-2018;7;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2017;343449.97322460427;336179.066293054;351796.7219190669;384659.2335866647;388883.42435407895
2017-2018;8;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2017;407738.6160234902;441712.32970858365;468230.85219422437;488018.34018639923;495173.8435969308
2017-2018;9;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;Septiembre de 2017;531765.4341099113;543450.235384509;596946.3828877924;600110.5013986616;627483.8138102407
2017-2018;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2017;615043.7587904521;648651.1748625052;717172.2627492837;779140.503780233;866129.88816594
2017-2018;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2017;553314.8660149168;607853.4123048717;662716.144590608;741055.0596019484;806236.6692634219
2017-2018;12;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2017;572798.1122753893;627201.1974553051;667211.8421746624;718988.5497154584;804865.2207294824
2017-2018;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2017;722945.5973557043;729920.72284718;742273.6243426014;931128.0374072217;964952.19160589
2017-2018;14;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;Septiembre de 2017;678479.9534669275;730947.7768033319;821213.7056409888;906765.8171506309;1023984.5724992607
2017-2018;15;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2017;690944.6758188289;606211.2617521711;645076.2680823621;661585.7590412017;679441.2090602737
2017-2018;16;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;Septiembre de 2017;558900.2042606422;544812.4431961416;587876.1917742715;632595.6964010168;678870.622948545
2017-2018;17;Tecnología;Centros de Formación Técnica;Técnico en Análisis de Sistemas;Septiembre de 2017;593345.9032414634;623201.8221560046;670611.830494465;759674.4465065612;845299.9112384734
2017-2018;18;Tecnología;Centros de Formación Técnica;Técnico en Biotecnología Industrial;Septiembre de 2017;460175.35697243665;527638.720361025;599921.7269242564;652466.5873293116;702877.2083303209
2017-2018;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2017;596248.5158742503;643370.6772924339;682170.1714923668;741090.4126623975;798393.875521693
2017-2018;20;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2017;606010.7423228584;692266.2219893936;761873.9966676414;850739.0351822849;879853.049815908
2017-2018;21;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2017;589403.8420888842;585891.1912005543;648587.6534373029;704984.1113538523;778363.5036364382
2017-2018;22;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Computacional;Septiembre de 2017;525794.6472949561;513037.209743738;514790.21474778565;594688.1039877946;686626.1502037777
2017-2018;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2017;619928.3488487233;692473.8695104114;745744.9233786926;823204.1225740492;842770.3550022773
2017-2018;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;Septiembre de 2017;623996.5486896842;649610.3024396397;734795.1707168662;835922.8832377235;982714.354781155
2017-2018;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2017;433953.63401536475;461558.903729823;493124.1067266784;492732.39537284186;543166.3823342277
2017-2018;26;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;Septiembre de 2017;556191.8081660968;603596.7050816871;624281.0397219111;652805.1101903518;726984.0687192519
2017-2018;27;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Diseño Gráfico;Septiembre de 2017;462978.4556055883;493400.02251561865;537042.6752038115;667065.6415878021;543197.2837160788
2017-2018;28;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2017;630757.3880259577;699959.8062768794;809783.3319449348;872774.6452147571;980326.498984658
2017-2018;29;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2017;626422.7770257975;726833.3947206582;834124.6167138007;886237.6899820563;974325.4245102506
2017-2018;30;Salud;Centros de Formación Técnica;Técnico en Enfermería;Septiembre de 2017;458060.0628136539;497708.83097926085;530365.5354334795;559494.8755735614;567527.5627938583
2017-2018;31;Salud;Centros de Formación Técnica;Técnico en Farmacia;Septiembre de 2017;587752.7368135228;532209.9665939522;526155.2849253247;513015.11574392754;511781.89663101017
2017-2018;32;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2017;411415.39384594373;430830.4975724225;469876.4324901475;498615.1808796089;525288.727478754
2017-2018;33;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;Septiembre de 2017;581611.1976836852;725315.1855096238;796111.3794914028;910519.8227588256;798829.4224956572
2017-2018;34;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;Septiembre de 2017;623077.8214412256;635984.0909728262;659561.444207841;681005.502737663;820654.6113092044
2017-2018;35;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2017;801410.825889647;898054.2561590455;1015835.169798732;1079830.602075729;1105345.8233503595
2017-2018;36;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2017;485557.9188317079;492053.9391021997;509384.1788689793;514920.7590221813;539048.0852092209
2017-2018;37;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;Septiembre de 2017;715233.3801920403;741214.6859441412;809548.3839605361;900666.8374147901;945441.5333410372
2017-2018;38;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2017;742531.1203195669;830731.7933400755;928440.1557036841;1037009.0921937462;1123568.7673383309
2017-2018;39;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2017;619574.3948317711;709397.0826702412;781846.7673697122;846592.4160099556;910529.4572343434
2017-2018;40;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2017;738196.7400780178;813233.0483921532;900237.0526110559;926304.2668685624;1016477.8902836037
2017-2018;41;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;Septiembre de 2017;1001833.0072221552;1120890.6477264082;1347625.6220312107;1142623.8891215175;1432954.2873452636
2017-2018;42;Salud;Centros de Formación Técnica;Técnico en Podología;Septiembre de 2017;463391.94744235615;527283.4791880876;548868.2257201783;606376.9131389552;537182.5426925663
2017-2018;43;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2017;555245.542902454;637033.0839021277;709004.9157492637;797121.5297840959;878011.0079172595
2017-2018;44;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2017;634239.1637771645;711806.4131998041;725780.3997508585;739457.4324094051;817044.991524448
2017-2018;45;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2017;632671.7515252412;617345.3388351336;641469.0684334494;759657.6641659595;774870.096633679
2017-2018;46;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2017;553992.6411062861;617382.6301253877;682898.5987742266;742755.3765352992;811273.4186434378
2017-2018;47;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2017;434276.71833685227;491241.12689387193;510485.10530360765;559744.4310348271;603053.9963982371
2017-2018;48;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2017;606563.3691916984;694758.9801580586;711534.2476723831;760995.6598961799;818350.2233198886
2017-2018;49;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;Septiembre de 2017;462845.1797088492;467502.53204524756;463412.8053845883;468481.88042532926;503729.0780925584
2017-2018;50;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2017;583647.6911107756;643778.6130376443;701297.6851490509;775887.8851533921;824907.7275493883
2017-2018;51;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;Septiembre de 2017;463047.79487890005;518373.30162514164;531033.015576375;517534.1681311486;627373.7427823035
2017-2018;52;Tecnología;Centros de Formación Técnica;Técnico en Topografía;Septiembre de 2017;648059.0728733977;752805.4629566278;829995.2445290074;898649.2238088215;911889.3981273358
2017-2018;53;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2017;461553.111260073;500436.35065673385;533604.4478349702;566654.697189945;624384.7879356206
2017-2018;54;Derecho;Centros de Formación Técnica;Técnico Jurídico;Septiembre de 2017;540335.663651583;542360.4460822213;570046.9277354252;593006.8459172493;593766.5358156238
2017-2018;55;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2017;445199.85772546654;473144.11256391293;487205.0996682666;523205.3757599126;517551.49449683947
2017-2018;56;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;Septiembre de 2017;486181.4205183191;516405.5506437499;571728.4695013082;671571.8958001026;777980.6345116112
2017-2018;57;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;Septiembre de 2017;791721.2436436316;881504.6659898803;957506.8846244236;1073394.9742995112;1156925.6293261754
2017-2018;58;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;Septiembre de 2017;455005.4822142856;509601.956471384;558385.0365402988;617273.5210278181;685478.4363607734
2017-2018;59;Ciencias Sociales;Institutos Profesionales;Administración Pública;Septiembre de 2017;1315635.10563624;1397820.6713194763;1476127.8571478657;1446007.2394446859;1435419.0788889665
2017-2018;60;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;Septiembre de 2017;498972.71892960713;564354.5215797643;604383.8738407723;686180.314716405;737478.3007383964
2017-2018;61;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;Septiembre de 2017;506570.44665428426;561794.3627024227;628908.9991850391;682606.7918979698;712046.6088770027
