per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;coho_mat;tasa_ret_1er_anio;tasa_ret_2do_anio
2017-2018;58;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2015;0.7680412371134021;0.6297250859106529
2017-2018;59;Ciencias Sociales;Institutos Profesionales;Administración Pública;2015;0.8888888888888888;0.8148148148148148
2017-2018;60;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2015;0.7589928057553957;0.645933014354067
2017-2018;61;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2015;0.760655737704918;0.6880131362889984
2017-2018;62;Tecnología;Institutos Profesionales;Construcción Civil;2015;0.6322314049586777;0.49741735537190085
2017-2018;63;Administración y Comercio;Institutos Profesionales;Contador Auditor;2015;0.72562858403176;0.5962131219726993
2017-2018;64;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2015;0.7288135593220338;0.632768361581921
2017-2018;65;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2015;0.7313829787234043;0.6180371352785146
2017-2018;66;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2015;0.7164634146341463;0.5809987819732034
2017-2018;67;Tecnología;Institutos Profesionales;Diseño Industrial;2015;0.7109004739336493;0.6161137440758294
2017-2018;68;Arte y Arquitectura;Institutos Profesionales;Fotografía;2015;0.6111111111111112;0.4666666666666667
2017-2018;69;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2015;0.8036072144288577;0.6633266533066132
2017-2018;70;Agropecuaria;Institutos Profesionales;Ingeniería en Acuicultura y Pesca;2015;;
2017-2018;71;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2015;0.5394736842105263;0.4473684210526316
2017-2018;72;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2015;0.7426900584795322;0.5835777126099707
2017-2018;73;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2015;0.7172568858909499;0.604038137969714
2017-2018;74;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2015;0.803076923076923;0.7015384615384616
2017-2018;75;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2015;0.75303197353914;0.6585903083700441
2017-2018;76;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2015;0.6666666666666666;0.6081967213114754
2017-2018;77;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2015;0.6793893129770993;0.5801526717557252
2017-2018;78;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2015;0.7126436781609196;0.44571428571428573
2017-2018;79;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2015;0.7457212713936431;0.6634146341463415
2017-2018;80;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2015;0.7526642984014209;0.6338215712383488
2017-2018;81;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2015;0.7955801104972375;0.7679558011049724
2017-2018;82;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2015;0.6473684210526316;0.5349361382419233
2017-2018;83;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2015;0.6474262330389834;0.5100901674538428
2017-2018;84;Tecnología;Institutos Profesionales;Ingeniería en Química;2015;0.7346938775510204;0.5714285714285714
2017-2018;85;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2015;0.7366609294320138;0.6371453138435081
2017-2018;86;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2015;0.7066666666666667;0.6177777777777778
2017-2018;87;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2015;0.6491803278688525;0.5180327868852459
2017-2018;88;Tecnología;Institutos Profesionales;Ingeniería Industrial;2015;0.532520325203252;0.44308943089430897
2017-2018;89;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2015;0.72875;0.6025
2017-2018;90;Salud;Institutos Profesionales;Kinesiología;2015;0.6929347826086957;0.5733695652173914
2017-2018;91;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2015;0.6444444444444445;0.45640074211502785
2017-2018;92;Salud;Institutos Profesionales;Nutrición y Dietética;2015;0.5592515592515592;0.39293139293139295
2017-2018;93;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2015;;
2017-2018;94;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2015;;
2017-2018;95;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2015;;
2017-2018;96;Educación;Institutos Profesionales;Pedagogía en Idiomas;2015;;
2017-2018;97;Educación;Institutos Profesionales;Psicopedagogía;2015;0.6766588076793533;0.5582491582491582
2017-2018;98;Ciencias Sociales;Institutos Profesionales;Publicidad;2015;0.7031539888682746;0.5844155844155844
2017-2018;99;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2015;0.7542087542087542;0.6498316498316499
2017-2018;100;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2015;0.7699115044247787;
2017-2018;101;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2015;0.6953937592867756;
2017-2018;102;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2015;0.7483983692486895;
2017-2018;103;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2015;0.7530625402965828;
2017-2018;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2015;0.6824751097312921;
2017-2018;105;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2015;0.7489589530041642;
2017-2018;106;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2015;0.6105610561056105;
2017-2018;107;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2015;0.56640625;
2017-2018;108;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2015;0.7418981481481481;
2017-2018;109;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;2015;0.48466257668711654;
2017-2018;110;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2015;0.7218543046357616;
2017-2018;111;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2015;0.670753064798599;
2017-2018;112;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2015;0.602276531637094;
2017-2018;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2015;0.6848;
2017-2018;114;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2015;0.6130094689172499;
2017-2018;115;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2015;0.6672222222222223;
2017-2018;116;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2015;0.7740384615384616;
2017-2018;117;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2015;0.6373456790123457;
2017-2018;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2015;0.6362359550561798;
2017-2018;119;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2015;0.610223642172524;
2017-2018;120;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2015;0.6751111111111111;
2017-2018;121;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2015;0.7178294573643411;
2017-2018;122;Salud;Institutos Profesionales;Técnico en Enfermería;2015;0.729285014691479;
2017-2018;123;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2015;0.5784313725490197;
2017-2018;124;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2015;0.5543893129770993;
2017-2018;125;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2015;0.615686274509804;
2017-2018;126;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2015;0.7724425887265136;
2017-2018;127;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2015;0.6461684011352885;
2017-2018;128;Salud;Institutos Profesionales;Técnico en Masoterapia;2015;0.6825749167591565;
2017-2018;129;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2015;0.6873324396782842;
2017-2018;130;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2015;0.6856095325389551;
2017-2018;131;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2015;0.5930531152858495;
2017-2018;132;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2015;0.6636363636363637;
2017-2018;133;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2015;0.7590361445783133;
2017-2018;134;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2015;0.6970954356846473;
2017-2018;135;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2015;0.6686292981629769;
2017-2018;136;Tecnología;Institutos Profesionales;Técnico en Sonido;2015;0.5969230769230769;
2017-2018;137;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2015;0.6353790613718412;
2017-2018;138;Tecnología;Institutos Profesionales;Técnico en Topografía;2015;0.5948905109489051;
2017-2018;139;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2015;0.55;
2017-2018;140;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2015;0.5964083175803403;
2017-2018;141;Derecho;Institutos Profesionales;Técnico Jurídico;2015;0.6477794793261868;
2017-2018;142;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2015;0.6822429906542056;
2017-2018;143;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2015;0.7007575757575758;
2017-2018;144;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2015;0.6012965964343598;0.38808373590982287
