per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;coho_tit;tit_mujeres;tit_hombres;tit_total
2018-2019;13;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2017;176;62.0;238
2018-2019;14;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;2017;33;9.0;42
2018-2019;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2017;182;137.0;319
2018-2019;16;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2017;62;462.0;524
2018-2019;17;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2017;132;607.0;739
2018-2019;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2017;406;171.0;577
2018-2019;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;2017;90;56.0;146
2018-2019;20;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2017;149;392.0;541
2018-2019;21;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2017;34;47.0;81
2018-2019;22;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2017;21;806.0;827
2018-2019;23;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2017;4;137.0;141
2018-2019;24;Salud;Centros de Formación Técnica;Técnico en Enfermería;2017;4049;565.0;4614
2018-2019;25;Salud;Centros de Formación Técnica;Técnico en Farmacia;2017;117;34.0;151
2018-2019;26;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2017;1338;790.0;2128
2018-2019;27;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2017;19;20.0;39
2018-2019;28;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;2017;10;15.0;25
2018-2019;29;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2017;17;585.0;602
2018-2019;30;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2017;330;87.0;417
2018-2019;31;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2017;141;335.0;476
2018-2019;32;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2017;35;1368.0;1403
2018-2019;33;Salud;Centros de Formación Técnica;Técnico en Masoterapia;2017;48;3.0;51
2018-2019;34;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2017;35;1923.0;1958
2018-2019;35;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2017;7;303.0;310
2018-2019;36;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2017;90;236.0;326
2018-2019;37;Salud;Centros de Formación Técnica;Técnico en Podología;2017;300;20.0;320
2018-2019;38;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2017;1537;1297.0;2834
2018-2019;39;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2017;1;94.0;95
2018-2019;40;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2017;51;77.0;128
2018-2019;41;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2017;107;62.0;169
2018-2019;42;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2017;37;15.0;52
2018-2019;43;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2017;1;71.0;72
2018-2019;44;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2017;384;73.0;457
2018-2019;45;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2017;23;308.0;331
2018-2019;46;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2017;105;16.0;121
2018-2019;47;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2017;69;284.0;353
2018-2019;48;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2017;505;269.0;774
2018-2019;49;Derecho;Centros de Formación Técnica;Técnico Jurídico;2017;187;68.0;255
2018-2019;50;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2017;110;43.0;153
2018-2019;51;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2017;72;47.0;119
2018-2019;52;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2017;2868;1679.0;4547
2018-2019;53;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2017;361;203.0;564
2018-2019;54;Ciencias Sociales;Institutos Profesionales;Administración Pública;2017;307;382.0;689
2018-2019;55;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2017;318;170.0;488
2018-2019;56;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2017;127;183.0;310
2018-2019;57;Tecnología;Institutos Profesionales;Construcción Civil;2017;285;1486.0;1771
2018-2019;58;Administración y Comercio;Institutos Profesionales;Contador Auditor;2017;1307;805.0;2112
2018-2019;59;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2017;85;15.0;100
2018-2019;60;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2017;180;9.0;189
2018-2019;61;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2017;444;428.0;872
2018-2019;62;Tecnología;Institutos Profesionales;Diseño Industrial;2017;66;76.0;142
2018-2019;63;Arte y Arquitectura;Institutos Profesionales;Fotografía;2017;63;41.0;104
2018-2019;64;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2017;144;290.0;434
2018-2019;65;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2017;4;73.0;77
2018-2019;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2017;127;121.0;248
2018-2019;67;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2017;175;1403.0;1578
2018-2019;68;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2017;29;530.0;559
2018-2019;69;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2017;166;771.0;937
2018-2019;70;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2017;14;582.0;596
2018-2019;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2017;145;92.0;237
2018-2019;72;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2017;96;43.0;139
2018-2019;73;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2017;46;129.0;175
2018-2019;74;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2017;290;213.0;503
2018-2019;75;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2017;32;1763.0;1795
2018-2019;76;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2017;36;47.0;83
2018-2019;77;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2017;128;333.0;461
2018-2019;78;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2017;3156;3271.0;6427
2018-2019;79;Tecnología;Institutos Profesionales;Ingeniería en Química;2017;44;26.0;70
2018-2019;80;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2017;838;271.0;1109
2018-2019;81;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2017;1;57.0;58
2018-2019;82;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2017;14;141.0;155
2018-2019;83;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2017;10;214.0;224
2018-2019;84;Tecnología;Institutos Profesionales;Ingeniería Industrial;2017;48;209.0;257
2018-2019;85;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2017;16;568.0;584
2018-2019;86;Salud;Institutos Profesionales;Kinesiología;2017;69;48.0;117
2018-2019;87;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2017;35;68.0;103
2018-2019;88;Salud;Institutos Profesionales;Nutrición y Dietética;2017;105;7.0;112
2018-2019;89;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2017;198;44.0;242
2018-2019;90;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2017;1244;0.0;1244
2018-2019;91;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2017;378;14.0;392
2018-2019;92;Educación;Institutos Profesionales;Pedagogía en Idiomas;2017;74;52.0;126
2018-2019;93;Educación;Institutos Profesionales;Psicopedagogía;2017;2015;149.0;2164
2018-2019;94;Ciencias Sociales;Institutos Profesionales;Publicidad;2017;205;250.0;455
2018-2019;95;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2017;162;70.0;232
2018-2019;96;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2017;108;173.0;281
2018-2019;97;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2017;3317;2.0;3319
2018-2019;98;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2017;1046;35.0;1081
2018-2019;99;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2017;896;127.0;1023
2018-2019;100;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2017;2701;1412.0;4113
2018-2019;101;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2017;718;193.0;911
2018-2019;102;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2017;33;392.0;425
2018-2019;103;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2017;75;55.0;130
2018-2019;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2017;658;415.0;1073
2018-2019;105;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2017;56;23.0;79
2018-2019;106;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2017;135;124.0;259
2018-2019;107;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2017;97;739.0;836
2018-2019;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2017;82;223.0;305
2018-2019;109;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2017;215;1164.0;1379
2018-2019;110;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2017;622;302.0;924
2018-2019;111;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2017;218;101.0;319
2018-2019;112;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2017;292;985.0;1277
2018-2019;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2017;114;172.0;286
2018-2019;114;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2017;134;151.0;285
2018-2019;115;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2017;30;951.0;981
2018-2019;116;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2017;8;289.0;297
2018-2019;117;Salud;Institutos Profesionales;Técnico en Enfermería;2017;5787;870.0;6657
2018-2019;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2017;52;36.0;88
2018-2019;119;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2017;202;151.0;353
2018-2019;120;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2017;14;126.0;140
2018-2019;121;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2017;292;60.0;352
2018-2019;122;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2017;108;307.0;415
2018-2019;123;Salud;Institutos Profesionales;Técnico en Masoterapia;2017;333;83.0;416
2018-2019;124;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2017;28;1022.0;1050
2018-2019;125;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2017;500;16.0;516
2018-2019;126;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2017;1553;1409.0;2962
2018-2019;127;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2017;24;32.0;56
2018-2019;128;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2017;100;34.0;134
2018-2019;129;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2017;147;62.0;209
2018-2019;130;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2017;1751;308.0;2059
2018-2019;131;Tecnología;Institutos Profesionales;Técnico en Sonido;2017;14;224.0;238
2018-2019;132;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2017;7;131.0;138
2018-2019;133;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;2017;46;10.0;56
2018-2019;134;Tecnología;Institutos Profesionales;Técnico en Topografía;2017;55;229.0;284
2018-2019;135;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2017;70;41.0;111
2018-2019;136;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2017;307;168.0;475
2018-2019;137;Derecho;Institutos Profesionales;Técnico Jurídico;2017;235;88.0;323
2018-2019;138;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2017;78;35.0;113
2018-2019;139;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2017;138;36.0;174
2018-2019;140;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2017;2209;548.0;2757
2017-2018;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2016;270;5.0;275
2017-2018;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Computacional;2016;38;;38
2017-2018;3;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;2016;73;1.0;74
2017-2018;4;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2016;37;6.0;43
2017-2018;5;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2016;298;426.0;724
2017-2018;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2016;1911;;1911
2017-2018;7;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2016;799;30.0;829
2017-2018;8;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2016;592;51.0;643
2017-2018;9;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;2016;6;23.0;29
2017-2018;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2016;2555;1191.0;3746
2017-2018;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2016;483;121.0;604
2017-2018;12;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2016;20;154.0;174
2017-2018;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2016;36;19.0;55
2017-2018;14;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2016;94;61.0;155
2017-2018;15;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2016;176;58.0;234
2017-2018;16;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;2016;54;9.0;63
2017-2018;17;Tecnología;Centros de Formación Técnica;Técnico en Análisis de Sistemas;2016;10;39.0;49
2017-2018;18;Tecnología;Centros de Formación Técnica;Técnico en Biotecnología Industrial;2016;22;17.0;39
2017-2018;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2016;205;143.0;348
2017-2018;20;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2016;64;394.0;458
2017-2018;21;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2016;108;591.0;699
2017-2018;22;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Computacional;2016;39;9.0;48
2017-2018;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2016;383;183.0;566
2017-2018;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;2016;91;45.0;136
2017-2018;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2016;172;410.0;582
2017-2018;26;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2016;23;49.0;72
2017-2018;27;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Diseño Gráfico;2016;11;14.0;25
2017-2018;28;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2016;17;799.0;816
2017-2018;29;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2016;3;151.0;154
2017-2018;30;Salud;Centros de Formación Técnica;Técnico en Enfermería;2016;5055;792.0;5847
2017-2018;31;Salud;Centros de Formación Técnica;Técnico en Farmacia;2016;96;26.0;122
2017-2018;32;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2016;1026;572.0;1598
2017-2018;33;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2016;27;28.0;55
2017-2018;34;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;2016;13;19.0;32
2017-2018;35;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2016;21;459.0;480
2017-2018;36;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2016;324;69.0;393
2017-2018;37;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2016;107;230.0;337
2017-2018;38;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2016;22;1158.0;1180
2017-2018;39;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2016;38;1871.0;1909
2017-2018;40;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2016;2;294.0;296
2017-2018;41;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2016;44;150.0;194
2017-2018;42;Salud;Centros de Formación Técnica;Técnico en Podología;2016;219;19.0;238
2017-2018;43;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2016;1897;1736.0;3633
2017-2018;44;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2016;2;115.0;117
2017-2018;45;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2016;44;55.0;99
2017-2018;46;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2016;90;47.0;137
2017-2018;47;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2016;37;12.0;49
2017-2018;48;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2016;2;82.0;84
2017-2018;49;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2016;282;35.0;317
2017-2018;50;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2016;22;371.0;393
2017-2018;51;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2016;66;16.0;82
2017-2018;52;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2016;45;244.0;289
2017-2018;53;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2016;530;277.0;807
2017-2018;54;Derecho;Centros de Formación Técnica;Técnico Jurídico;2016;265;73.0;338
2017-2018;55;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2016;150;46.0;196
2017-2018;56;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2016;67;40.0;107
2017-2018;57;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2016;1759;1273.0;3032
2017-2018;58;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2016;341;237.0;578
2017-2018;59;Ciencias Sociales;Institutos Profesionales;Administración Pública;2016;352;469.0;821
2017-2018;60;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2016;253;126.0;379
2017-2018;61;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2016;104;176.0;280
2017-2018;62;Tecnología;Institutos Profesionales;Construcción Civil;2016;137;932.0;1069
2017-2018;63;Administración y Comercio;Institutos Profesionales;Contador Auditor;2016;1015;656.0;1671
2017-2018;64;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2016;85;17.0;102
2017-2018;65;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2016;156;6.0;162
2017-2018;66;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2016;379;432.0;811
2017-2018;67;Tecnología;Institutos Profesionales;Diseño Industrial;2016;96;79.0;175
2017-2018;68;Arte y Arquitectura;Institutos Profesionales;Fotografía;2016;56;44.0;100
2017-2018;69;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2016;126;284.0;410
2017-2018;70;Agropecuaria;Institutos Profesionales;Ingeniería en Acuicultura y Pesca;2016;10;29.0;39
2017-2018;71;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2016;2;63.0;65
2017-2018;72;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2016;166;121.0;287
2017-2018;73;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2016;175;1327.0;1502
2017-2018;74;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2016;41;600.0;641
2017-2018;75;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2016;135;693.0;828
2017-2018;76;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2016;3;263.0;266
2017-2018;77;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2016;62;65.0;127
2017-2018;78;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2016;45;87.0;132
2017-2018;79;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2016;189;178.0;367
2017-2018;80;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2016;20;1497.0;1517
2017-2018;81;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2016;21;21.0;42
2017-2018;82;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2016;78;207.0;285
2017-2018;83;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2016;2520;2862.0;5382
2017-2018;84;Tecnología;Institutos Profesionales;Ingeniería en Química;2016;63;53.0;116
2017-2018;85;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2016;971;280.0;1251
2017-2018;86;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2016;9;87.0;96
2017-2018;87;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2016;14;296.0;310
2017-2018;88;Tecnología;Institutos Profesionales;Ingeniería Industrial;2016;40;134.0;174
2017-2018;89;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2016;12;539.0;551
2017-2018;90;Salud;Institutos Profesionales;Kinesiología;2016;89;56.0;145
2017-2018;91;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2016;23;56.0;79
2017-2018;92;Salud;Institutos Profesionales;Nutrición y Dietética;2016;182;31.0;213
2017-2018;93;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2016;219;37.0;256
2017-2018;94;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2016;1368;1.0;1369
2017-2018;95;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2016;593;23.0;616
2017-2018;96;Educación;Institutos Profesionales;Pedagogía en Idiomas;2016;56;32.0;88
2017-2018;97;Educación;Institutos Profesionales;Psicopedagogía;2016;1507;126.0;1633
2017-2018;98;Ciencias Sociales;Institutos Profesionales;Publicidad;2016;174;201.0;375
2017-2018;99;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2016;167;63.0;230
2017-2018;100;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2016;104;159.0;263
2017-2018;101;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2016;2160;1.0;2161
2017-2018;102;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2016;978;24.0;1002
2017-2018;103;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2016;921;117.0;1038
2017-2018;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2016;3984;1747.0;5731
2017-2018;105;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2016;590;158.0;748
2017-2018;106;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2016;36;450.0;486
2017-2018;107;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2016;61;51.0;112
2017-2018;108;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2016;515;281.0;796
2017-2018;109;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;2016;51;18.0;69
2017-2018;110;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2016;37;19.0;56
2017-2018;111;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2016;109;87.0;196
2017-2018;112;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2016;103;811.0;914
2017-2018;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2016;66;190.0;256
2017-2018;114;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2016;283;1384.0;1667
2017-2018;115;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2016;687;305.0;992
2017-2018;116;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2016;225;105.0;330
2017-2018;117;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2016;300;940.0;1240
2017-2018;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2016;74;145.0;219
2017-2018;119;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2016;121;149.0;270
2017-2018;120;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2016;21;835.0;856
2017-2018;121;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2016;11;335.0;346
2017-2018;122;Salud;Institutos Profesionales;Técnico en Enfermería;2016;5968;912.0;6880
2017-2018;123;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2016;39;35.0;74
2017-2018;124;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2016;203;114.0;317
2017-2018;125;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2016;8;94.0;102
2017-2018;126;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2016;260;61.0;321
2017-2018;127;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2016;89;206.0;295
2017-2018;128;Salud;Institutos Profesionales;Técnico en Masoterapia;2016;285;58.0;343
2017-2018;129;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2016;16;1023.0;1039
2017-2018;130;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2016;502;14.0;516
2017-2018;131;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2016;2379;2286.0;4665
2017-2018;132;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2016;17;26.0;43
2017-2018;133;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2016;88;41.0;129
2017-2018;134;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2016;191;98.0;289
2017-2018;135;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2016;1420;249.0;1669
2017-2018;136;Tecnología;Institutos Profesionales;Técnico en Sonido;2016;8;221.0;229
2017-2018;137;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2016;6;133.0;139
2017-2018;138;Tecnología;Institutos Profesionales;Técnico en Topografía;2016;28;164.0;192
2017-2018;139;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2016;65;41.0;106
2017-2018;140;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2016;266;141.0;407
