per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;per_tit_carr;tasa_emp
2018-2019;14;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;1er año;0.7117117117117117
2018-2019;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;1er año;0.7551020408163265
2018-2019;16;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;1er año;0.742520398912058
2018-2019;17;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;1er año;0.6106194690265486
2018-2019;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;1er año;0.738404452690167
2018-2019;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;1er año;0.8081081081081081
2018-2019;20;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;1er año;0.36877828054298645
2018-2019;21;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;1er año;0.7582417582417582
2018-2019;22;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;1er año;0.7406528189910979
2018-2019;23;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;1er año;0.7543352601156069
2018-2019;24;Salud;Centros de Formación Técnica;Técnico en Enfermería;1er año;0.5941823798185212
2018-2019;25;Salud;Centros de Formación Técnica;Técnico en Farmacia;1er año;0.8630705394190872
2018-2019;26;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;1er año;0.43482224247948953
2018-2019;27;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;1er año;0.5147058823529411
2018-2019;28;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;1er año;0.8584905660377359
2018-2019;29;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;1er año;0.8234782608695652
2018-2019;30;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;1er año;0.6023856858846919
2018-2019;31;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;1er año;0.8636363636363636
2018-2019;32;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;1er año;0.7339523617278967
2018-2019;33;Salud;Centros de Formación Técnica;Técnico en Masoterapia;1er año;0.38095238095238093
2018-2019;34;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;1er año;0.6536151813595964
2018-2019;35;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;1er año;0.7747747747747747
2018-2019;36;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;1er año;0.65625
2018-2019;37;Salud;Centros de Formación Técnica;Técnico en Podología;1er año;0.38425925925925924
2018-2019;38;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;1er año;0.5045706192867259
2018-2019;39;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;1er año;0.8121827411167513
2018-2019;40;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;1er año;0.700507614213198
2018-2019;41;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);1er año;0.7710843373493976
2018-2019;42;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;1er año;0.8066666666666666
2018-2019;43;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;1er año;0.8356807511737089
2018-2019;44;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;1er año;0.489945155393053
2018-2019;45;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;1er año;0.6920332936979786
2018-2019;46;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;1er año;0.28217821782178215
2018-2019;47;Tecnología;Centros de Formación Técnica;Técnico en Topografía;1er año;0.6647940074906367
2018-2019;48;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;1er año;0.4535490605427975
2018-2019;49;Derecho;Centros de Formación Técnica;Técnico Jurídico;1er año;0.5801886792452831
2018-2019;50;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;1er año;0.3881453154875717
2018-2019;51;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;1er año;0.27049180327868855
2018-2019;52;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;1er año;0.8246537396121884
2018-2019;53;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;1er año;0.48810382119682766
2018-2019;54;Ciencias Sociales;Institutos Profesionales;Administración Pública;1er año;0.9944891903348877
2018-2019;55;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;1er año;0.5034146341463415
2018-2019;56;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;1er año;0.4829683698296837
2018-2019;57;Tecnología;Institutos Profesionales;Construcción Civil;1er año;0.7936694021101993
2018-2019;58;Administración y Comercio;Institutos Profesionales;Contador Auditor;1er año;0.885284139100933
2018-2019;59;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;1er año;0.47391304347826085
2018-2019;60;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;1er año;0.47297297297297297
2018-2019;61;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;1er año;0.48121730860675227
2018-2019;62;Tecnología;Institutos Profesionales;Diseño Industrial;1er año;0.5635179153094463
2018-2019;63;Arte y Arquitectura;Institutos Profesionales;Fotografía;1er año;0.38934426229508196
2018-2019;64;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;1er año;0.6505538771399798
2018-2019;65;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;1er año;0.8559322033898306
2018-2019;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;1er año;0.8365079365079365
2018-2019;67;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;1er año;0.8533781889543033
2018-2019;68;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;1er año;0.9097421203438395
2018-2019;69;Tecnología;Institutos Profesionales;Ingeniería en Construcción;1er año;0.7698935631018753
2018-2019;70;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;1er año;0.8717557251908397
2018-2019;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;1er año;0.9157303370786517
2018-2019;72;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;1er año;0.898989898989899
2018-2019;73;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;1er año;0.9049295774647887
2018-2019;74;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;1er año;0.7343941248470012
2018-2019;75;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;1er año;0.7503475118154017
2018-2019;76;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;1er año;0.6440677966101694
2018-2019;77;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;1er año;0.7313691507798961
2018-2019;78;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;1er año;0.6664150310350613
2018-2019;79;Tecnología;Institutos Profesionales;Ingeniería en Química;1er año;0.7827476038338658
2018-2019;80;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;1er año;0.8311029072450392
2018-2019;81;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;1er año;0.8601398601398601
2018-2019;82;Tecnología;Institutos Profesionales;Ingeniería en Sonido;1er año;0.5473251028806584
2018-2019;83;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;1er año;0.8566433566433567
2018-2019;84;Tecnología;Institutos Profesionales;Ingeniería Industrial;1er año;0.8980044345898004
2018-2019;85;Tecnología;Institutos Profesionales;Ingeniería Mecánica;1er año;0.8220858895705522
2018-2019;86;Salud;Institutos Profesionales;Kinesiología;1er año;0.5263157894736842
2018-2019;87;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;1er año;0.40601503759398494
2018-2019;88;Salud;Institutos Profesionales;Nutrición y Dietética;1er año;0.4495114006514658
2018-2019;89;Educación;Institutos Profesionales;Pedagogía en Educación Básica;1er año;0.7987804878048781
2018-2019;90;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;1er año;0.7188405797101449
2018-2019;91;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;1er año;0.8621118012422361
2018-2019;92;Educación;Institutos Profesionales;Pedagogía en Idiomas;1er año;0.6606334841628959
2018-2019;93;Educación;Institutos Profesionales;Psicopedagogía;1er año;0.7432327919566899
2018-2019;94;Ciencias Sociales;Institutos Profesionales;Publicidad;1er año;0.6446511627906977
2018-2019;95;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;1er año;0.5915697674418605
2018-2019;96;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;1er año;0.5549915397631133
2018-2019;97;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;1er año;0.4918908227848101
2018-2019;98;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;1er año;0.2909683426443203
2018-2019;99;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;1er año;0.5897236278707668
2018-2019;100;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;1er año;0.7704129886506935
2018-2019;101;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;1er año;0.7363796133567663
2018-2019;102;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;1er año;0.7313974591651543
2018-2019;103;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;1er año;0.7401574803149606
2018-2019;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;1er año;0.7410571276027763
2018-2019;105;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;1er año;0.8098159509202454
2018-2019;106;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;1er año;0.8317929759704251
2018-2019;107;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;1er año;0.730979612133267
2018-2019;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;1er año;0.43254817987152033
2018-2019;109;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;1er año;0.6418152350081038
2018-2019;110;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;1er año;0.7859201317414574
2018-2019;111;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;1er año;0.7829131652661064
2018-2019;112;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;1er año;0.41947707464948847
2018-2019;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;1er año;0.6843702579666161
2018-2019;114;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;1er año;0.39097744360902253
2018-2019;115;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;1er año;0.7655334114888629
2018-2019;116;Tecnología;Institutos Profesionales;Técnico en Electromecánica;1er año;0.7348837209302326
2018-2019;117;Salud;Institutos Profesionales;Técnico en Enfermería;1er año;0.5820310213637694
2018-2019;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;1er año;0.43902439024390244
2018-2019;119;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;1er año;0.4668335419274093
2018-2019;120;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;1er año;0.8170731707317073
2018-2019;121;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;1er año;0.48760330578512395
2018-2019;122;Administración y Comercio;Institutos Profesionales;Técnico en Logística;1er año;0.8374613003095975
2018-2019;123;Salud;Institutos Profesionales;Técnico en Masoterapia;1er año;0.3320235756385069
2018-2019;124;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;1er año;0.6512420847540185
2018-2019;125;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;1er año;0.2585812356979405
2018-2019;126;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;1er año;0.5543363764044944
2018-2019;127;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;1er año;0.6142857142857143
2018-2019;128;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;1er año;0.5907692307692308
2018-2019;129;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;1er año;0.5569395017793595
2018-2019;130;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;1er año;0.4992091110408099
2018-2019;131;Tecnología;Institutos Profesionales;Técnico en Sonido;1er año;0.41379310344827586
2018-2019;132;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;1er año;0.7727272727272727
2018-2019;133;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;1er año;0.2905027932960894
2018-2019;134;Tecnología;Institutos Profesionales;Técnico en Topografía;1er año;0.8174603174603174
2018-2019;135;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;1er año;0.5248868778280543
2018-2019;136;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;1er año;0.4369747899159664
2018-2019;137;Derecho;Institutos Profesionales;Técnico Jurídico;1er año;0.5603217158176944
2018-2019;138;Salud;Institutos Profesionales;Técnico Laboratorista Dental;1er año;0.4473684210526316
2018-2019;139;Agropecuaria;Institutos Profesionales;Técnico Veterinario;1er año;0.41216216216216217
2018-2019;140;Ciencias Sociales;Institutos Profesionales;Trabajo Social;1er año;0.7140290707169689
2018-2019;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2do año;0.7331002331002331
2018-2019;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;2do año;0.6758620689655173
2018-2019;3;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2do año;0.7225806451612903
2018-2019;4;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2do año;0.6086626139817629
2018-2019;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2do año;0.523366658916531
2018-2019;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2do año;0.3815995818086775
2018-2019;7;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2do año;0.6745984533016062
2018-2019;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2do año;0.753120665742025
2018-2019;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2do año;0.7837354781054513
2018-2019;10;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2do año;0.7911184210526315
2018-2019;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2do año;0.8116883116883117
2018-2019;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2do año;0.8892128279883382
2018-2019;13;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2do año;0.7947976878612717
2018-2019;14;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;2do año;0.8571428571428571
2018-2019;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2do año;0.8057971014492754
2018-2019;16;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2do año;0.7848837209302325
2018-2019;17;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2do año;0.6895674300254453
2018-2019;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2do año;0.8053097345132744
2018-2019;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;2do año;0.8623595505617978
2018-2019;20;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2do año;0.46153846153846156
2018-2019;21;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2do año;0.7903225806451613
2018-2019;22;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2do año;0.7986270022883295
2018-2019;23;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2do año;0.8128654970760234
2018-2019;24;Salud;Centros de Formación Técnica;Técnico en Enfermería;2do año;0.7221340495665974
2018-2019;25;Salud;Centros de Formación Técnica;Técnico en Farmacia;2do año;0.9120879120879121
2018-2019;26;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2do año;0.4982600442897817
2018-2019;27;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2do año;0.6645962732919255
2018-2019;28;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;2do año;0.8373983739837398
2018-2019;29;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2do año;0.8777777777777778
2018-2019;30;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2do año;0.7379518072289156
2018-2019;31;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2do año;0.8923884514435696
2018-2019;32;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2do año;0.8167006109979633
2018-2019;33;Salud;Centros de Formación Técnica;Técnico en Masoterapia;2do año;0.4222222222222222
2018-2019;34;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2do año;0.7382790954219526
2018-2019;35;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2do año;0.8070469798657718
2018-2019;36;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2do año;0.7672634271099744
2018-2019;37;Salud;Centros de Formación Técnica;Técnico en Podología;2do año;0.4441747572815534
2018-2019;38;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2do año;0.6339810212381383
2018-2019;39;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2do año;0.7718120805369127
2018-2019;40;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2do año;0.7650602409638554
2018-2019;41;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2do año;0.7736486486486487
2018-2019;42;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2do año;0.7797619047619048
2018-2019;43;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2do año;0.8679245283018868
2018-2019;44;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2do año;0.6541353383458647
2018-2019;45;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2do año;0.7535612535612536
2018-2019;46;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2do año;0.33668341708542715
2018-2019;47;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2do año;0.7560321715817694
2018-2019;48;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2do año;0.5441734417344174
2018-2019;49;Derecho;Centros de Formación Técnica;Técnico Jurídico;2do año;0.6525139664804469
2018-2019;50;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2do año;0.4655436447166922
2018-2019;51;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2do año;0.38636363636363635
2018-2019;52;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2do año;0.8617637044603337
2018-2019;53;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2do año;0.5748953974895398
2018-2019;54;Ciencias Sociales;Institutos Profesionales;Administración Pública;2do año;0.9958115183246073
2018-2019;55;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2do año;0.625615763546798
2018-2019;56;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2do año;0.6070133010882709
2018-2019;57;Tecnología;Institutos Profesionales;Construcción Civil;2do año;0.8482507950931395
2018-2019;58;Administración y Comercio;Institutos Profesionales;Contador Auditor;2do año;0.914032294746418
2018-2019;59;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2do año;0.6473214285714286
2018-2019;60;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2do año;0.6113744075829384
2018-2019;61;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2do año;0.5873521383075523
2018-2019;62;Tecnología;Institutos Profesionales;Diseño Industrial;2do año;0.7317073170731707
2018-2019;63;Arte y Arquitectura;Institutos Profesionales;Fotografía;2do año;0.5
2018-2019;64;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2do año;0.7423529411764705
2018-2019;65;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2do año;0.9166666666666666
2018-2019;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2do año;0.8748043818466353
2018-2019;67;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2do año;0.8922876667751383
2018-2019;68;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2do año;0.9323943661971831
2018-2019;69;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2do año;0.8270365997638724
2018-2019;70;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2do año;0.8842975206611571
2018-2019;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2do año;0.9238329238329238
2018-2019;72;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2do año;0.935064935064935
2018-2019;73;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2do año;0.8802083333333334
2018-2019;74;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2do año;0.8193343898573693
2018-2019;75;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2do año;0.8264058679706602
2018-2019;76;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2do año;0.7446808510638298
2018-2019;77;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2do año;0.8266978922716628
2018-2019;78;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2do año;0.7760806628731157
2018-2019;79;Tecnología;Institutos Profesionales;Ingeniería en Química;2do año;0.8566308243727598
2018-2019;80;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2do año;0.8889711324944486
2018-2019;81;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2do año;0.8913043478260869
2018-2019;82;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2do año;0.6517241379310345
2018-2019;83;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2do año;0.9305740987983978
2018-2019;84;Tecnología;Institutos Profesionales;Ingeniería Industrial;2do año;0.9205607476635514
2018-2019;85;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2do año;0.8642149929278642
2018-2019;86;Salud;Institutos Profesionales;Kinesiología;2do año;0.5977653631284916
2018-2019;87;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2do año;0.5714285714285714
2018-2019;88;Salud;Institutos Profesionales;Nutrición y Dietética;2do año;0.519650655021834
2018-2019;89;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2do año;0.8631178707224335
2018-2019;90;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2do año;0.8054338299737073
2018-2019;91;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2do año;0.9182903834066625
2018-2019;92;Educación;Institutos Profesionales;Pedagogía en Idiomas;2do año;0.7594339622641509
2018-2019;93;Educación;Institutos Profesionales;Psicopedagogía;2do año;0.842197545295149
2018-2019;94;Ciencias Sociales;Institutos Profesionales;Publicidad;2do año;0.7213804713804713
2018-2019;95;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2do año;0.6959654178674352
2018-2019;96;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2do año;0.671578947368421
2018-2019;97;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2do año;0.5796338672768879
2018-2019;98;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2do año;0.40492554410080184
2018-2019;99;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2do año;0.6613310867733783
2018-2019;100;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2do año;0.7857504814026554
2018-2019;101;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2do año;0.8035034272658035
2018-2019;102;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2do año;0.8002092050209205
2018-2019;103;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2do año;0.772972972972973
2018-2019;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2do año;0.8083565459610028
2018-2019;105;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2do año;0.9112426035502958
2018-2019;106;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2do año;0.8296422487223168
2018-2019;107;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2do año;0.8048378229796591
2018-2019;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2do año;0.5568513119533528
2018-2019;109;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2do año;0.683807090386458
2018-2019;110;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2do año;0.8165499124343257
2018-2019;111;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2do año;0.8336594911937377
2018-2019;112;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2do año;0.5046072838964458
2018-2019;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2do año;0.7314814814814815
2018-2019;114;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2do año;0.4585987261146497
2018-2019;115;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2do año;0.8209069946195234
2018-2019;116;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2do año;0.7545691906005222
2018-2019;117;Salud;Institutos Profesionales;Técnico en Enfermería;2do año;0.6902150065818341
2018-2019;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2do año;0.3972602739726027
2018-2019;119;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2do año;0.5271428571428571
2018-2019;120;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2do año;0.8463203463203464
2018-2019;121;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2do año;0.6306532663316583
2018-2019;122;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2do año;0.8637362637362638
2018-2019;123;Salud;Institutos Profesionales;Técnico en Masoterapia;2do año;0.456973293768546
2018-2019;124;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2do año;0.7537783375314862
2018-2019;125;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2do año;0.3671071953010279
2018-2019;126;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2do año;0.631055900621118
2018-2019;127;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2do año;0.660377358490566
2018-2019;128;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2do año;0.7380952380952381
2018-2019;129;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2do año;0.6439522998296422
2018-2019;130;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2do año;0.5753676470588235
2018-2019;131;Tecnología;Institutos Profesionales;Técnico en Sonido;2do año;0.5277161862527716
2018-2019;132;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2do año;0.8142857142857143
2018-2019;133;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;2do año;0.3355263157894737
2018-2019;134;Tecnología;Institutos Profesionales;Técnico en Topografía;2do año;0.8448275862068966
