per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;per_tit_carr;tra_10_inf;tra_25_inf;tra_50_perc;tra_25_sup;tra_10_sup
2024-2025;39;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2024;5to año;678248.520736;928129.5000479999;1299002.3671839999;1855664.4752800001;2656267.7887999997
2024-2025;40;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2024;5to año;509545.14337600005;594136.42584;727422.67912;862157.5380320001;1056066.445744
2024-2025;41;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;Septiembre de 2024;5to año;593296.40824;820930.7956;1115175.086432;1601851.930448;2126669.9151680004
2024-2025;42;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2024;5to año;623302.120064;837413.5454399999;1160445.9001119998;1573658.674576;2208910.564112
2024-2025;44;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2024;5to año;543379.730928;737242.296096;1068800.7350239998;1503732.872416;2044228.417072
2024-2025;45;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2024;5to año;609677.600896;866570.9338720001;1226300.6372;1720235.7052000002;2640146.9072160004
2024-2025;47;Tecnología;Centros de Formación Técnica;Técnico en Metalurgia;Septiembre de 2024;5to año;789946.9823840001;1138196.3822559998;1233494.491296;1725266.278016;2502661.887312
2024-2025;48;Tecnología;Centros de Formación Técnica;Técnico en Minería;Septiembre de 2024;5to año;618560.928592;858024.273904;1415179.06648;2397865.255664;3564932.2877599997
2024-2025;51;Salud;Centros de Formación Técnica;Técnico en Podología;Septiembre de 2024;5to año;489110.063536;585065.745904;709625.915232;941486.912496;1357485.241952
2024-2025;52;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2024;5to año;519098.23881280003;654947.659504;892640.7951424;1247662.851072;1717248.92352
2024-2025;53;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2024;5to año;678521.38488;816605.365648;1074092.2796;1439242.7392;1760025.9231520002
2024-2025;54;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2024;5to año;445836.13214400003;525583.250192;682178.576112;844894.9875839999;1105943.387392
2024-2025;55;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2024;5to año;573534.4750880001;741650.6895839999;967417.8782719999;1220069.5942880001;1601616.8199039998
2024-2025;56;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2024;5to año;463186.83724799997;587762.9574719999;791503.98804;996173.474016;1039988.4144959999
2024-2025;57;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2024;5to año;552509.5896320001;674347.2996719999;955201.00208;1242115.14832;1509603.085296
2024-2025;59;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;Septiembre de 2024;5to año;477112.53576;545738.009552;692181.3263632;962460.1699039999;1276096.21984
2024-2025;60;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2024;5to año;536018.6000688;731682.8897279999;986009.7329759999;1347695.3559360001;1961293.1962720002
2024-2025;62;Tecnología;Centros de Formación Técnica;Técnico en Topografía;Septiembre de 2024;5to año;566276.817408;743633.319888;1067427.0702880002;1511916.2483680001;2052109.009152
2024-2025;64;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2024;5to año;474040.525328;552032.950432;707373.1107279999;924955.366128;1276471.585008
2024-2025;66;Derecho;Centros de Formación Técnica;Técnico Jurídico;Septiembre de 2024;5to año;512204.318192;631247.0348400001;825229.6658944;1075809.313328;1456150.783344
2024-2025;67;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2024;5to año;469473.04760800005;530838.0416383999;690983.659472;1003500.8814719999;1401555.396768
2024-2025;68;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;Septiembre de 2024;5to año;479908.378608;566211.220528;668646.6476479999;939402.06432;1273198.5366560002
2024-2025;70;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;Septiembre de 2024;5to año;607071.186736;844093.667424;1247277.292432;1756239.614608;2422767.624608
2024-2025;71;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;Septiembre de 2024;5to año;484894.402176;579725.027264;722979.6278272;972790.5930880001;1283122.353568
2024-2025;72;Ciencias Sociales;Institutos Profesionales;Administración Pública;Septiembre de 2024;5to año;1414710.261152;1645908.3995840002;1921595.47464;2397281.86816;2922658.5117760003
2024-2025;73;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;Septiembre de 2024;5to año;489827.853856;605979.824544;772531.341088;1089173.710192;1462904.430464
2024-2025;74;Arte y Arquitectura;Institutos Profesionales;Animación Digital;Septiembre de 2024;5to año;509511.07075199997;649425.1006496;890691.6050896001;1300448.1412959998;1887328.513984
2024-2025;75;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;Septiembre de 2024;5to año;492943.75284800003;616860.2232959999;960300.947136;1250480.40224;1737342.522048
2024-2025;76;Tecnología;Institutos Profesionales;Construcción Civil;Septiembre de 2024;5to año;636108.235568;908689.227568;1286752.64536;1778062.4223999998;2409719.6972959996
2024-2025;77;Administración y Comercio;Institutos Profesionales;Contador Auditor;Septiembre de 2024;5to año;637994.8112752;890971.4158960001;1275875.1725120002;1849527.7219840002;2468760.947808
2024-2025;78;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;Septiembre de 2024;5to año;514854.904064;589987.0220480001;856440.982304;1126388.6607040002;1863652.8538880001
2024-2025;79;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;Septiembre de 2024;5to año;471366.626608;601145.192912;854694.0760400001;1244333.927392;1623865.1107680001
2024-2025;80;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;Septiembre de 2024;5to año;487827.762512;614042.6815663999;839801.083104;1156039.866224;1567360.7134079998
2024-2025;81;Tecnología;Institutos Profesionales;Diseño Industrial;Septiembre de 2024;5to año;477334.14939199993;600184.741328;881628.3909279999;1165278.644064;1929077.199936
2024-2025;82;Salud;Institutos Profesionales;Fonoaudiología;Septiembre de 2024;5to año;608707.89968;791365.0076000001;956781.1790080001;1255354.2032319999;1552075.2246080001
2024-2025;84;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;Septiembre de 2024;5to año;572844.056128;754589.3674159999;980196.5280320001;1347787.757872;1888311.051424
2024-2025;87;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;Septiembre de 2024;5to año;915413.0870976;1019305.104736;1576581.652672;2528695.165344;3367305.122368
2024-2025;88;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;Septiembre de 2024;5to año;647249.13416;947615.36;1282157.56032;1780452.130896;2539894.6763999998
2024-2025;89;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;Septiembre de 2024;5to año;735936.11592;1127324.006144;1728912.615088;2423936.759216;3192825.0666719996
2024-2025;90;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;Septiembre de 2024;5to año;800645.9750880001;1137808.180864;1599155.568336;2208242.98608;3056863.404528
2024-2025;91;Tecnología;Institutos Profesionales;Ingeniería en Construcción;Septiembre de 2024;5to año;589411.5628;860451.452848;1240722.9843199998;1692212.5292960003;2329241.6695520002
2024-2025;93;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;Septiembre de 2024;5to año;783665.4251551998;1085266.87328;1607235.7825760003;2166808.2213120004;2857216.3271520003
2024-2025;96;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;Septiembre de 2024;5to año;657243.92784;976322.9142880001;1432897.7748;2045219.63784;2714720.838224
2024-2025;97;Ciencias Básicas;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;Septiembre de 2024;5to año;994303.255056;1642799.013088;1855406.9957279998;2130613.3730719998;2290790.005488
2024-2025;98;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;Septiembre de 2024;5to año;712435.726912;960845.259664;1343128.586096;1770767.1998880003;2464845.521952
2024-2025;100;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;Septiembre de 2024;5to año;736473.444032;1025527.369936;1480391.2372960001;1913682.225696;2485671.634704
2024-2025;101;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;Septiembre de 2024;5to año;613876.509096;831822.0013199999;1185145.532224;1739271.919776;2381902.6560480003
2024-2025;103;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;Septiembre de 2024;5to año;621387.776584;876096.11996;1242701.556112;1711079.3245919999;2375263.9686399996
2024-2025;104;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;Septiembre de 2024;5to año;557556.8967312;746200.84784;985036.162016;1515753.807424;1779563.411152
2024-2025;105;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;Septiembre de 2024;5to año;552413.0348;791558.825144;1215987.675056;1609326.1994079999;2819627.427232
2024-2025;106;Tecnología;Institutos Profesionales;Ingeniería en Minas;Septiembre de 2024;5to año;664103.2189711999;963501.0366560001;1477550.37328;2244170.066912;3440526.8138079997
2024-2025;107;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;Septiembre de 2024;5to año;585642.904064;796653.5790799999;1127846.515968;1612765.2692159999;2155824.094544
2024-2025;108;Tecnología;Institutos Profesionales;Ingeniería en Química;Septiembre de 2024;5to año;507652.932944;765426.6326799999;1034845.3359519999;1704644.978544;2133401.098896
2024-2025;109;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;Septiembre de 2024;5to año;605775.8607199999;837517.179072;1167830.2211200001;1633190.344352;2082918.211968
2024-2025;110;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;Septiembre de 2024;5to año;601603.804768;938934.7691360001;1235734.318;1676228.976432;2160704.12488
2024-2025;111;Administración y Comercio;Institutos Profesionales;Ingeniería en Seguridad Privada;Septiembre de 2024;5to año;1454435.8260640001;1617367.99936;2010705.013568;2435210.644864;2819207.418432
2024-2025;112;Tecnología;Institutos Profesionales;Ingeniería en Sonido;Septiembre de 2024;5to año;484683.029208;593599.9471839999;766114.5504639999;1019345.7842400001;1542654.757568
2024-2025;113;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;Septiembre de 2024;5to año;821706.16016;1101911.680448;1500875.679968;2135332.478688;2728667.301216
2024-2025;114;Tecnología;Institutos Profesionales;Ingeniería Industrial;Septiembre de 2024;5to año;719459.02912;1064770.821376;1472147.3612;2212629.671248;3166467.5796
2024-2025;116;Tecnología;Institutos Profesionales;Ingeniería Mecánica;Septiembre de 2024;5to año;753978.3725919999;1025246.1056159999;1435733.447696;1981364.992096;2830605.135888
2024-2025;117;Salud;Institutos Profesionales;Kinesiología;Septiembre de 2024;5to año;587683.769296;794744.521104;1083913.501104;1465567.758176;1849121.8707839998
2024-2025;118;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;Septiembre de 2024;5to año;453301.34024000005;612148.479632;898449.4130239999;1341786.4456159999;1680132.88744
2024-2025;120;Educación;Institutos Profesionales;Psicopedagogía;Septiembre de 2024;5to año;541762.74424;681024.542944;908594.2772640001;1086022.322816;1263807.989344
2024-2025;121;Ciencias Sociales;Institutos Profesionales;Publicidad;Septiembre de 2024;5to año;585523.225152;746892.4937920001;1001779.50608;1330729.1712479999;1908827.8678079997
2024-2025;123;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;Septiembre de 2024;5to año;569988.185056;663693.2526288;934240.864048;1367713.8248;2003501.1547680001
2024-2025;124;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;Septiembre de 2024;5to año;489570.10059039993;573813.238232;759027.7278240001;973581.9085439999;1376024.241616
2024-2025;125;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;Septiembre de 2024;5to año;476325.184432;543298.796648;659347.700008;719369.36432;865487.783088
2024-2025;126;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;Septiembre de 2024;5to año;460715.109056;503251.5427488;599737.4649903999;872459.6460160001;1079155.5092799999
2024-2025;127;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;Septiembre de 2024;5to año;485015.496848;556606.704688;655546.620368;765754.0035839999;963031.0043360001
2024-2025;128;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;Septiembre de 2024;5to año;533491.024864;696543.443376;954941.068544;1353626.163344;1905087.5242720002
2024-2025;129;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2024;5to año;558600.755456;723156.899856;968550.6750400001;1313737.219728;1723418.9943680002
2024-2025;130;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;Septiembre de 2024;5to año;562937.417104;685093.3428;987625.6814399998;1415448.249648;1903704.8930560001
2024-2025;133;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;Septiembre de 2024;5to año;578828.096112;761733.3395679999;1108012.7565920001;1528233.731824;2087630.4275520002
2024-2025;134;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;Septiembre de 2024;5to año;815196.873216;1085156.444;1317630.748496;1876075.770352;2409205.587648
2024-2025;135;Tecnología;Institutos Profesionales;Técnico en Alimentos;Septiembre de 2024;5to año;508278.415712;613094.8680000001;746281.168624;863682.5003199999;1191709.561888
