per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;anio_mat;mat_1er_anio_mujeres;mat_1er_anio_hombres;mat_1er_anio_total;mat_tot_mujeres;mat_tot_hombres;mat_total
2019-2020;43;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2019;767.0;583.0;1350.0;1584.0;1235;2819
2019-2020;44;Derecho;Centros de Formación Técnica;Técnico Jurídico;2019;299.0;115.0;414.0;732.0;252;984
2019-2020;45;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2019;157.0;59.0;216.0;391.0;159;550
2019-2020;46;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2019;451.0;214.0;665.0;944.0;448;1392
2019-2020;47;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2019;106.0;76.0;182.0;367.0;239;606
2019-2020;48;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2019;2805.0;1878.0;4683.0;13004.0;8489;21493
2019-2020;49;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2019;862.0;829.0;1691.0;3492.0;2867;6359
2019-2020;50;Ciencias Sociales;Institutos Profesionales;Administración Pública;2019;429.0;253.0;682.0;1486.0;853;2339
2019-2020;51;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2019;928.0;530.0;1458.0;2767.0;1654;4421
2019-2020;52;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2019;186.0;427.0;613.0;672.0;1504;2176
2019-2020;53;Tecnología;Institutos Profesionales;Construcción Civil;2019;387.0;1940.0;2327.0;1837.0;9191;11028
2019-2020;54;Administración y Comercio;Institutos Profesionales;Contador Auditor;2019;1818.0;1175.0;2993.0;7501.0;4638;12139
2019-2020;55;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2019;162.0;28.0;190.0;573.0;108;681
2019-2020;56;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2019;405.0;73.0;478.0;1280.0;168;1448
2019-2020;57;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2019;963.0;1054.0;2017.0;2891.0;3180;6071
2019-2020;58;Tecnología;Institutos Profesionales;Diseño Industrial;2019;77.0;115.0;192.0;310.0;444;754
2019-2020;59;Arte y Arquitectura;Institutos Profesionales;Fotografía;2019;128.0;92.0;220.0;359.0;225;584
2019-2020;60;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2019;402.0;499.0;901.0;1347.0;2253;3600
2019-2020;61;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2019;373.0;273.0;646.0;1223.0;1018;2241
2019-2020;62;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2019;358.0;2764.0;3122.0;1139.0;9732;10871
2019-2020;63;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2019;102.0;715.0;817.0;248.0;2739;2987
2019-2020;64;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2019;304.0;920.0;1224.0;1437.0;5222;6659
2019-2020;65;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2019;56.0;880.0;936.0;209.0;4224;4433
2019-2020;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2019;530.0;283.0;813.0;1393.0;872;2265
2019-2020;67;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2019;199.0;137.0;336.0;938.0;525;1463
2019-2020;68;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2019;369.0;404.0;773.0;822.0;1302;2124
2019-2020;69;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2019;304.0;260.0;564.0;1339.0;1390;2729
2019-2020;70;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2019;166.0;3609.0;3775.0;530.0;15887;16417
2019-2020;71;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2019;194.0;143.0;337.0;576.0;480;1056
2019-2020;72;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2019;349.0;611.0;960.0;1321.0;2738;4059
2019-2020;73;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2019;828.0;641.0;1469.0;5703.0;6078;11781
2019-2020;74;Tecnología;Institutos Profesionales;Ingeniería en Química;2019;120.0;69.0;189.0;429.0;291;720
2019-2020;75;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2019;1022.0;356.0;1378.0;5108.0;1656;6764
2019-2020;76;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2019;8.0;123.0;131.0;27.0;453;480
2019-2020;77;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2019;24.0;324.0;348.0;65.0;979;1044
2019-2020;78;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2019;84.0;553.0;637.0;211.0;1810;2021
2019-2020;79;Tecnología;Institutos Profesionales;Ingeniería Industrial;2019;74.0;729.0;803.0;285.0;2332;2617
2019-2020;80;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2019;57.0;988.0;1045.0;203.0;4713;4916
2019-2020;81;Salud;Institutos Profesionales;Kinesiología;2019;110.0;77.0;187.0;699.0;508;1207
2019-2020;82;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2019;165.0;482.0;647.0;526.0;1279;1805
2019-2020;83;Salud;Institutos Profesionales;Nutrición y Dietética;2019;87.0;22.0;109.0;684.0;125;809
2019-2020;84;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2019;0.0;0.0;0.0;1.0;1;2
2019-2020;85;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2019;0.0;0.0;0.0;16.0;0;16
2019-2020;86;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2019;0.0;0.0;0.0;82.0;3;85
2019-2020;87;Educación;Institutos Profesionales;Pedagogía en Idiomas;2019;0.0;0.0;0.0;6.0;5;11
2019-2020;88;Educación;Institutos Profesionales;Psicopedagogía;2019;2150.0;226.0;2376.0;8050.0;835;8885
2019-2020;89;Ciencias Sociales;Institutos Profesionales;Publicidad;2019;306.0;267.0;573.0;873.0;1060;1933
2019-2020;90;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2019;197.0;92.0;289.0;705.0;340;1045
2019-2020;91;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2019;187.0;309.0;496.0;477.0;872;1349
2019-2020;92;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2019;5468.0;13.0;5481.0;15657.0;19;15676
2019-2020;93;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2019;2458.0;108.0;2566.0;5840.0;238;6078
2019-2020;94;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2019;1349.0;224.0;1573.0;3789.0;597;4386
2019-2020;95;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2019;3898.0;2976.0;6874.0;11295.0;8102;19397
2019-2020;96;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2019;1151.0;380.0;1531.0;3132.0;1018;4150
2019-2020;97;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2019;80.0;925.0;1005.0;175.0;2105;2280
2019-2020;98;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2019;75.0;70.0;145.0;177.0;164;341
2019-2020;99;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2019;571.0;416.0;987.0;1666.0;1175;2841
2019-2020;100;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2019;35.0;13.0;48.0;93.0;33;126
2019-2020;101;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2019;278.0;305.0;583.0;744.0;822;1566
2019-2020;102;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2019;341.0;2422.0;2763.0;746.0;5843;6589
2019-2020;103;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2019;142.0;414.0;556.0;357.0;1066;1423
2019-2020;104;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2019;491.0;3025.0;3516.0;1221.0;7079;8300
2019-2020;105;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2019;1045.0;507.0;1552.0;2771.0;1309;4080
2019-2020;106;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2019;449.0;250.0;699.0;1195.0;669;1864
2019-2020;107;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2019;458.0;1613.0;2071.0;1264.0;4445;5709
2019-2020;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2019;199.0;363.0;562.0;526.0;959;1485
2019-2020;109;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2019;133.0;184.0;317.0;407.0;535;942
2019-2020;110;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2019;72.0;2261.0;2333.0;182.0;5217;5399
2019-2020;111;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2019;23.0;408.0;431.0;47.0;1057;1104
2019-2020;112;Salud;Institutos Profesionales;Técnico en Enfermería;2019;7460.0;1458.0;8918.0;20581.0;3841;24422
2019-2020;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2019;66.0;85.0;151.0;154.0;163;317
2019-2020;114;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2019;560.0;644.0;1204.0;1399.0;1408;2807
2019-2020;115;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2019;88.0;1288.0;1376.0;151.0;2173;2324
2019-2020;116;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2019;305.0;73.0;378.0;791.0;190;981
2019-2020;117;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2019;671.0;1487.0;2158.0;1309.0;2785;4094
2019-2020;118;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;2019;30.0;806.0;836.0;55.0;1764;1819
2019-2020;119;Salud;Institutos Profesionales;Técnico en Masoterapia;2019;323.0;124.0;447.0;1045.0;366;1411
2019-2020;120;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2019;84.0;2635.0;2719.0;217.0;6519;6736
2019-2020;121;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2019;2125.0;110.0;2235.0;4084.0;188;4272
2019-2020;122;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2019;462.0;528.0;990.0;1564.0;1768;3332
2019-2020;123;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2019;6.0;7.0;13.0;27.0;47;74
2019-2020;124;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2019;106.0;48.0;154.0;310.0;127;437
2019-2020;125;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2019;171.0;82.0;253.0;532.0;232;764
2019-2020;126;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2019;3573.0;762.0;4335.0;9018.0;1935;10953
2019-2020;127;Tecnología;Institutos Profesionales;Técnico en Sonido;2019;28.0;560.0;588.0;94.0;1438;1532
2019-2020;128;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2019;0.0;1.0;1.0;14.0;244;258
2019-2020;129;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;2019;101.0;21.0;122.0;225.0;39;264
2019-2020;130;Tecnología;Institutos Profesionales;Técnico en Topografía;2019;77.0;279.0;356.0;238.0;851;1089
2019-2020;131;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2019;222.0;146.0;368.0;369.0;263;632
2019-2020;132;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2019;674.0;511.0;1185.0;1863.0;1311;3174
2019-2020;133;Derecho;Institutos Profesionales;Técnico Jurídico;2019;538.0;234.0;772.0;1246.0;520;1766
2019-2020;134;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2019;140.0;85.0;225.0;333.0;175;508
2019-2020;135;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2019;231.0;64.0;295.0;614.0;180;794
2019-2020;136;Salud;Institutos Profesionales;Terapia Ocupacional;2019;235.0;46.0;281.0;1385.0;243;1628
2019-2020;137;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2019;2059.0;547.0;2606.0;8932.0;2043;10975
2019-2020;138;Humanidades;Institutos Profesionales;Traducción e Interpretación;2019;69.0;26.0;95.0;210.0;110;320
2018-2019;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2018;148.0;11.0;159.0;662.0;27;689
2018-2019;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;2018;69.0;1.0;70.0;120.0;1;121
2018-2019;3;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2018;15.0;9.0;24.0;74.0;24;98
2018-2019;4;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2018;702.0;1059.0;1761.0;1450.0;2390;3840
2018-2019;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2018;4636.0;9.0;4645.0;10518.0;17;10535
2018-2019;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2018;1730.0;86.0;1816.0;4218.0;174;4392
2018-2019;7;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2018;1003.0;171.0;1174.0;2417.0;352;2769
2018-2019;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2018;3730.0;2597.0;6327.0;8000.0;5593;13593
2018-2019;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2018;565.0;167.0;732.0;1553.0;405;1958
2018-2019;10;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2018;11.0;59.0;70.0;19.0;198;217
2018-2019;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2018;82.0;54.0;136.0;240.0;129;369
2018-2019;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2018;38.0;36.0;74.0;201.0;101;302
2018-2019;13;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2018;191.0;102.0;293.0;592.0;280;872
2018-2019;14;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;2018;120.0;39.0;159.0;220.0;64;284
2018-2019;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2018;231.0;214.0;445.0;458.0;428;886
2018-2019;16;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2018;177.0;1636.0;1813.0;441.0;4212;4653
2018-2019;17;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2018;325.0;1800.0;2125.0;808.0;3932;4740
2018-2019;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2018;993.0;497.0;1490.0;2216.0;1047;3263
2018-2019;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;2018;0.0;0.0;0.0;7.0;8;15
2018-2019;20;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2018;462.0;1466.0;1928.0;1044.0;3205;4249
2018-2019;21;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2018;1.0;3.0;4.0;3.0;9;12
2018-2019;22;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2018;68.0;1991.0;2059.0;163.0;4918;5081
2018-2019;23;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2018;15.0;249.0;264.0;28.0;531;559
2018-2019;24;Salud;Centros de Formación Técnica;Técnico en Enfermería;2018;5960.0;1214.0;7174.0;16427.0;3080;19507
2018-2019;25;Salud;Centros de Formación Técnica;Técnico en Farmacia;2018;213.0;62.0;275.0;447.0;140;587
2018-2019;26;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2018;2108.0;1947.0;4055.0;4443.0;3985;8428
2018-2019;27;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2018;33.0;49.0;82.0;71.0;104;175
2018-2019;28;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;2018;12.0;17.0;29.0;24.0;31;55
2018-2019;29;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2018;96.0;1689.0;1785.0;188.0;3677;3865
2018-2019;30;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2018;495.0;139.0;634.0;1205.0;303;1508
2018-2019;31;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2018;586.0;969.0;1555.0;1169.0;1950;3119
2018-2019;32;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2018;117.0;1859.0;1976.0;207.0;4007;4214
2018-2019;33;Salud;Centros de Formación Técnica;Técnico en Masoterapia;2018;78.0;19.0;97.0;171.0;50;221
2018-2019;34;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2018;100.0;3315.0;3415.0;173.0;6750;6923
2018-2019;35;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2018;15.0;482.0;497.0;25.0;1080;1105
2018-2019;36;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2018;129.0;322.0;451.0;248.0;596;844
2018-2019;37;Salud;Centros de Formación Técnica;Técnico en Podología;2018;328.0;31.0;359.0;967.0;82;1049
2018-2019;38;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2018;378.0;304.0;682.0;1478.0;1446;2924
2018-2019;39;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2018;6.0;124.0;130.0;6.0;316;322
2018-2019;40;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2018;173.0;189.0;362.0;314.0;423;737
2018-2019;41;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2018;118.0;80.0;198.0;350.0;230;580
2018-2019;42;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2018;74.0;26.0;100.0;172.0;65;237
2018-2019;43;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2018;11.0;171.0;182.0;16.0;342;358
2018-2019;44;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2018;1004.0;187.0;1191.0;1958.0;379;2337
2018-2019;45;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2018;51.0;560.0;611.0;103.0;1179;1282
2018-2019;46;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2018;154.0;27.0;181.0;466.0;81;547
2018-2019;47;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2018;173.0;669.0;842.0;414.0;1621;2035
2018-2019;48;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2018;709.0;503.0;1212.0;1533.0;1185;2718
2018-2019;49;Derecho;Centros de Formación Técnica;Técnico Jurídico;2018;327.0;107.0;434.0;829.0;250;1079
2018-2019;50;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2018;147.0;68.0;215.0;392.0;178;570
2018-2019;51;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2018;109.0;71.0;180.0;411.0;259;670
2018-2019;52;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2018;2772.0;2076.0;4848.0;12131.0;8353;20484
2018-2019;53;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2018;860.0;706.0;1566.0;3103.0;2515;5618
2018-2019;54;Ciencias Sociales;Institutos Profesionales;Administración Pública;2018;303.0;173.0;476.0;1022.0;605;1627
2018-2019;55;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2018;777.0;372.0;1149.0;2306.0;1297;3603
2018-2019;56;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2018;210.0;414.0;624.0;687.0;1471;2158
2018-2019;57;Tecnología;Institutos Profesionales;Construcción Civil;2018;409.0;2086.0;2495.0;1743.0;8714;10457
2018-2019;58;Administración y Comercio;Institutos Profesionales;Contador Auditor;2018;1721.0;1154.0;2875.0;7019.0;4493;11512
2018-2019;59;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2018;156.0;24.0;180.0;550.0;108;658
2018-2019;60;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2018;389.0;48.0;437.0;1233.0;123;1356
2018-2019;61;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2018;769.0;906.0;1675.0;2683.0;3058;5741
2018-2019;62;Tecnología;Institutos Profesionales;Diseño Industrial;2018;89.0;119.0;208.0;296.0;438;734
2018-2019;63;Arte y Arquitectura;Institutos Profesionales;Fotografía;2018;117.0;80.0;197.0;355.0;236;591
2018-2019;64;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2018;297.0;447.0;744.0;1054.0;1979;3033
2018-2019;65;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2018;10.0;110.0;120.0;23.0;307;330
2018-2019;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2018;273.0;227.0;500.0;958.0;861;1819
2018-2019;67;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2018;286.0;2395.0;2681.0;938.0;8455;9393
2018-2019;68;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2018;54.0;463.0;517.0;180.0;2292;2472
2018-2019;69;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2018;240.0;902.0;1142.0;1270.0;4920;6190
2018-2019;70;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2018;54.0;878.0;932.0;173.0;3715;3888
2018-2019;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2018;424.0;261.0;685.0;1111.0;782;1893
2018-2019;72;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2018;254.0;164.0;418.0;839.0;477;1316
2018-2019;73;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2018;135.0;209.0;344.0;399.0;907;1306
2018-2019;74;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2018;169.0;168.0;337.0;1169.0;1189;2358
2018-2019;75;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2018;136.0;3336.0;3472.0;408.0;14544;14952
2018-2019;76;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2018;146.0;130.0;276.0;471.0;406;877
2018-2019;77;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2018;339.0;553.0;892.0;1361.0;3073;4434
2018-2019;78;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2018;1014.0;1036.0;2050.0;7682.0;8535;16217
2018-2019;79;Tecnología;Institutos Profesionales;Ingeniería en Química;2018;68.0;70.0;138.0;298.0;222;520
2018-2019;80;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2018;903.0;353.0;1256.0;4756.0;1616;6372
2018-2019;81;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2018;9.0;123.0;132.0;24.0;413;437
2018-2019;82;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2018;21.0;250.0;271.0;63.0;902;965
2018-2019;83;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2018;65.0;439.0;504.0;168.0;1604;1772
2018-2019;84;Tecnología;Institutos Profesionales;Ingeniería Industrial;2018;70.0;697.0;767.0;221.0;1689;1910
2018-2019;85;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2018;53.0;906.0;959.0;161.0;4370;4531
2018-2019;86;Salud;Institutos Profesionales;Kinesiología;2018;202.0;135.0;337.0;796.0;561;1357
2018-2019;87;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2018;154.0;428.0;582.0;495.0;1171;1666
2018-2019;88;Salud;Institutos Profesionales;Nutrición y Dietética;2018;179.0;32.0;211.0;882.0;145;1027
2018-2019;89;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2018;0.0;0.0;0.0;17.0;5;22
2018-2019;90;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2018;0.0;0.0;0.0;135.0;0;135
2018-2019;91;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2018;0.0;0.0;0.0;140.0;3;143
2018-2019;92;Educación;Institutos Profesionales;Pedagogía en Idiomas;2018;0.0;0.0;0.0;39.0;16;55
2018-2019;93;Educación;Institutos Profesionales;Psicopedagogía;2018;2367.0;290.0;2657.0;8069.0;891;8960
2018-2019;94;Ciencias Sociales;Institutos Profesionales;Publicidad;2018;236.0;308.0;544.0;756.0;1027;1783
2018-2019;95;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2018;163.0;76.0;239.0;717.0;353;1070
2018-2019;96;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2018;176.0;341.0;517.0;458.0;854;1312
2018-2019;97;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2018;7553.0;17.0;7570.0;14367.0;24;14391
2018-2019;98;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2018;2548.0;116.0;2664.0;5008.0;223;5231
2018-2019;99;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2018;1455.0;246.0;1701.0;3867.0;578;4445
2018-2019;100;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2018;5034.0;3955.0;8989.0;12298.0;8848;21146
2018-2019;101;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2018;1348.0;428.0;1776.0;3660.0;1183;4843
2018-2019;102;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2018;54.0;775.0;829.0;155.0;2174;2329
2018-2019;103;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2018;79.0;86.0;165.0;173.0;188;361
2018-2019;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2018;748.0;552.0;1300.0;2131.0;1440;3571
2018-2019;105;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2018;39.0;17.0;56.0;142.0;65;207
2018-2019;106;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2018;309.0;331.0;640.0;787.0;876;1663
2018-2019;107;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2018;264.0;2328.0;2592.0;703.0;5905;6608
2018-2019;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2018;150.0;414.0;564.0;372.0;1117;1489
2018-2019;109;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2018;566.0;3254.0;3820.0;1338.0;7685;9023
2018-2019;110;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2018;1120.0;643.0;1763.0;2764.0;1451;4215
2018-2019;111;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2018;534.0;266.0;800.0;1329.0;733;2062
2018-2019;112;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2018;497.0;1850.0;2347.0;1276.0;4722;5998
2018-2019;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2018;189.0;374.0;563.0;521.0;1007;1528
2018-2019;114;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2018;156.0;274.0;430.0;413.0;634;1047
2018-2019;115;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2018;88.0;2223.0;2311.0;173.0;5272;5445
2018-2019;116;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2018;15.0;422.0;437.0;41.0;1220;1261
